3	5
5	3
0	7
7	0
3	8
8	3
3	13
13	3
1	25
25	1
17	27
27	17
0	28
28	0
23	28
28	23
20	29
29	20
3	30
30	3
7	30
30	7
27	30
30	27
6	31
31	6
5	32
32	5
5	34
34	5
25	34
34	25
2	35
35	2
2	37
37	2
25	37
37	25
4	39
39	4
4	40
40	4
15	41
41	15
25	42
42	25
18	43
43	18
29	45
45	29
20	46
46	20
1	50
50	1
12	50
50	12
18	50
50	18
19	50
50	19
3	53
53	3
8	53
53	8
18	53
53	18
20	53
53	20
10	54
54	10
14	54
54	14
8	55
55	8
54	55
55	54
55	56
56	55
5	57
57	5
50	59
59	50
1	60
60	1
50	62
62	50
50	64
64	50
0	66
66	0
50	66
66	50
3	68
68	3
50	68
68	50
0	70
70	0
1	70
70	1
20	70
70	20
54	70
70	54
2	72
72	2
20	73
73	20
4	75
75	4
11	75
75	11
14	75
75	14
16	75
75	16
21	75
75	21
13	78
78	13
18	78
78	18
23	78
78	23
14	79
79	14
20	79
79	20
6	80
80	6
5	81
81	5
78	83
83	78
3	85
85	3
1	86
86	1
2	87
87	2
10	87
87	10
12	87
87	12
75	87
87	75
85	87
87	85
13	88
88	13
75	89
89	75
85	89
89	85
19	90
90	19
16	91
91	16
76	91
91	76
15	92
92	15
0	93
93	0
90	93
93	90
95	96
96	95
23	98
98	23
20	99
99	20
79	99
99	79
9	100
100	9
17	102
102	17
5	103
103	5
14	104
104	14
1	105
105	1
8	105
105	8
0	106
106	0
1	106
106	1
2	107
107	2
0	109
109	0
5	109
109	5
11	111
111	11
102	112
112	102
103	113
113	103
0	114
114	0
14	114
114	14
15	115
115	15
19	115
115	19
100	119
119	100
1	121
121	1
0	122
122	0
100	122
122	100
120	122
122	120
0	124
124	0
20	124
124	20
120	124
124	120
2	125
125	2
11	125
125	11
35	125
125	35
37	125
125	37
38	125
125	38
48	125
125	48
96	125
125	96
115	125
125	115
116	125
125	116
50	126
126	50
80	126
126	80
121	126
126	121
0	127
127	0
20	127
127	20
85	127
127	85
115	127
127	115
3	128
128	3
70	128
128	70
120	128
128	120
5	129
129	5
14	129
129	14
19	129
129	19
35	129
129	35
85	129
129	85
0	130
130	0
3	130
130	3
55	130
130	55
78	130
130	78
107	130
130	107
26	131
131	26
80	132
132	80
105	132
132	105
0	133
133	0
53	133
133	53
58	133
133	58
108	133
133	108
0	135
135	0
4	135
135	4
11	135
135	11
26	135
135	26
61	135
135	61
129	135
135	129
36	136
136	36
75	136
136	75
85	136
136	85
101	136
136	101
60	137
137	60
87	137
137	87
110	137
137	110
112	137
137	112
103	138
138	103
25	139
139	25
114	139
139	114
125	139
139	125
43	140
140	43
52	140
140	52
2	142
142	2
27	142
142	27
42	142
142	42
104	144
144	104
140	144
144	140
20	145
145	20
46	145
145	46
95	145
145	95
99	145
145	99
101	145
145	101
22	147
147	22
47	147
147	47
70	147
147	70
0	148
148	0
50	148
148	50
75	148
148	75
24	150
150	24
30	150
150	30
131	150
150	131
143	150
150	143
40	151
151	40
140	151
151	140
7	152
152	7
27	152
152	27
42	152
152	42
23	153
153	23
33	153
153	33
128	153
153	128
40	154
154	40
125	154
154	125
134	154
154	134
140	154
154	140
133	155
155	133
152	155
155	152
0	156
156	0
25	156
156	25
0	157
157	0
33	158
158	33
134	159
159	134
1	160
160	1
125	160
160	125
129	160
160	129
139	160
160	139
152	160
160	152
154	160
160	154
10	163
163	10
29	165
165	29
152	165
165	152
127	167
167	127
15	168
168	15
25	168
168	25
140	169
169	140
144	169
169	144
2	170
170	2
3	170
170	3
146	171
171	146
45	173
173	45
20	174
174	20
3	175
175	3
22	175
175	22
57	175
175	57
67	175
175	67
140	175
175	140
11	176
176	11
125	176
176	125
5	178
178	5
65	178
178	65
70	178
178	70
74	179
179	74
54	180
180	54
125	181
181	125
126	181
181	126
180	182
182	180
0	183
183	0
5	183
183	5
133	183
183	133
1	185
185	1
2	185
185	2
52	185
185	52
63	185
185	63
50	186
186	50
125	186
186	125
50	187
187	50
52	187
187	52
125	187
187	125
10	188
188	10
13	188
188	13
0	190
190	0
2	190
190	2
50	191
191	50
190	193
193	190
125	194
194	125
73	195
195	73
145	195
195	145
146	195
195	146
178	195
195	178
1	196
196	1
125	196
196	125
22	197
197	22
72	197
197	72
125	197
197	125
177	197
197	177
23	198
198	23
50	198
198	50
175	198
198	175
0	199
199	0
20	199
199	20
11	200
200	11
22	200
200	22
95	200
200	95
134	200
200	134
143	200
200	143
15	201
201	15
131	201
201	131
146	201
201	146
5	202
202	5
7	202
202	7
15	202
202	15
22	202
202	22
15	203
203	15
128	203
203	128
75	204
204	75
145	204
204	145
0	205
205	0
2	205
205	2
81	205
205	81
6	206
206	6
126	206
206	126
200	206
206	200
75	207
207	75
125	207
207	125
5	208
208	5
129	209
209	129
13	210
210	13
87	210
210	87
129	210
210	129
139	210
210	139
125	212
212	125
200	212
212	200
13	213
213	13
129	214
214	129
1	215
215	1
2	215
215	2
18	215
215	18
77	215
215	77
141	215
215	141
75	216
216	75
201	216
216	201
15	217
217	15
75	218
218	75
125	218
218	125
125	219
219	125
129	219
219	129
200	220
220	200
95	221
221	95
125	221
221	125
75	222
222	75
147	222
222	147
220	222
222	220
23	223
223	23
125	223
223	125
9	225
225	9
18	225
225	18
22	225
225	22
101	225
225	101
103	225
225	103
113	225
225	113
115	225
225	115
120	225
225	120
140	225
225	140
148	225
225	148
101	226
226	101
120	226
226	120
146	226
226	146
12	227
227	12
13	228
228	13
130	228
228	130
135	228
228	135
124	229
229	124
149	229
229	149
227	230
230	227
105	231
231	105
126	231
231	126
2	232
232	2
5	232
232	5
103	233
233	103
108	233
233	108
0	234
234	0
225	234
234	225
11	235
235	11
12	235
235	12
111	235
235	111
112	235
235	112
135	235
235	135
227	235
235	227
101	236
236	101
136	236
236	136
12	237
237	12
235	237
237	235
135	238
238	135
4	239
239	4
104	239
239	104
129	239
239	129
3	240
240	3
115	240
240	115
117	240
240	117
140	240
240	140
144	240
240	144
16	241
241	16
125	241
241	125
240	241
241	240
2	242
242	2
117	242
242	117
127	242
242	127
140	243
243	140
140	244
244	140
100	245
245	100
120	245
245	120
121	245
245	121
123	245
245	123
149	245
245	149
228	245
245	228
127	247
247	127
148	248
248	148
0	249
249	0
100	249
249	100
4	250
250	4
11	250
250	11
32	250
250	32
40	250
250	40
44	250
250	44
46	250
250	46
51	250
250	51
53	250
250	53
60	250
250	60
103	250
250	103
116	250
250	116
118	250
250	118
21	251
251	21
50	251
251	50
51	251
251	51
90	251
251	90
95	251
251	95
100	251
251	100
121	251
251	121
40	252
252	40
102	252
252	102
117	252
252	117
120	252
252	120
250	252
252	250
30	253
253	30
38	253
253	38
45	253
253	45
113	253
253	113
20	254
254	20
25	254
254	25
30	254
254	30
49	254
254	49
119	254
254	119
3	255
255	3
79	255
255	79
251	255
255	251
26	256
256	26
30	256
256	30
81	256
256	81
105	256
256	105
7	257
257	7
27	257
257	27
75	257
257	75
80	257
257	80
28	258
258	28
5	259
259	5
29	259
259	29
0	260
260	0
25	260
260	25
37	260
260	37
77	260
260	77
87	260
260	87
250	260
260	250
252	260
260	252
50	261
261	50
37	262
262	37
112	262
262	112
3	263
263	3
260	263
263	260
4	264
264	4
39	264
264	39
79	264
264	79
260	264
264	260
25	265
265	25
27	265
265	27
44	265
265	44
75	265
265	75
76	265
265	76
79	265
265	79
101	265
265	101
15	266
266	15
41	266
266	41
76	266
266	76
100	266
266	100
115	266
266	115
67	267
267	67
115	267
267	115
43	268
268	43
253	268
268	253
4	269
269	4
75	269
269	75
254	269
269	254
3	270
270	3
4	270
270	4
24	270
270	24
48	270
270	48
54	270
270	54
77	270
270	77
99	270
270	99
100	270
270	100
45	271
271	45
250	271
271	250
20	272
272	20
25	272
272	25
50	273
273	50
73	273
273	73
123	273
273	123
20	274
274	20
50	274
274	50
124	274
274	124
44	275
275	44
5	276
276	5
15	276
276	15
251	276
276	251
271	276
276	271
37	277
277	37
40	277
277	40
260	277
277	260
262	277
277	262
272	277
277	272
20	278
278	20
28	278
278	28
48	278
278	48
40	279
